Product ID;Obraz;Nazwa;Indeks;Kategoria;Cena (netto);Cena (brutto);Ilość;Wyświetlany;Pozycja
608;https://dobrewina.pl/829/oliwki-zielone-nadziewane-cytryna-221-260-120g.jpg;Oliwki zielone nadziewane cytryną 221/260 120g;DKA301467;Oliwki;5.900000;5.9;192;0;277
623;https://dobrewina.pl/1170/oliwki-zielone-nadziewane-papryka-czerwona-221-260-120g.jpg;Oliwki zielone nadziewane papryką czerwoną 221/260 120g;DKA301207;Oliwki;5.900000;5.9;82;0;276
624;https://dobrewina.pl/828/oliwki-zielone-nadziewane-pasta-z-anchois-221-260-120g.jpg;Oliwki zielone nadziewane pastą z anchois 221/260 120g;DKA114302;Oliwki;5.900000;5.9;213;0;270
643;https://dobrewina.pl/837/pasztet-baskijski-z-papryczka-espelette-70g.jpg;Pasztet baskijski z papryczką Espelette 70G;DLG65203;Pasztety;11.900000;11.9;33;0;264
653;https://dobrewina.pl/669/origines-italicae-appassimento-puglia-piccini-igt-075-l.jpg;Origines Italicae Appassimento Puglia Piccini IGT 0,75 L;WCWWOPIC21022;Wino czerwone;40.569106;49.9;0;1;243
679;https://dobrewina.pl/1766/cognac-henri-mounier-vs-40-07-l.jpg;Cognac Henri Mounier VS 40% 0,7 L;BXXFAMOU21779;Cognac, Brandy, Armagnac;153.658537;189;3;0;285
680;https://dobrewina.pl/1767/cognac-henri-mounier-vsop-40-07-l.jpg;Cognac Henri Mounier VSOP 40% 0,7 L;BXXFAMOU21780;Cognac, Brandy, Armagnac;186.178862;229;1;0;286
681;https://dobrewina.pl/1769/cognac-henri-mounier-xo-40-07-l.jpg;Cognac Henri Mounier XO 40% 0,7 L;BXXFAMOU21781;Cognac, Brandy, Armagnac;300.000000;369;2;0;287
682;https://dobrewina.pl/695/bio-vergel-rosado-dop-alicante-075-l.jpg;Bio Vergel Rosado DOP Alicante 0,75 L;WRWHSPIN21933;Wino różowe;32.439024;39.9;87;0;242
684;https://dobrewina.pl/867/oliwki-zielone-manzanilla-bez-pestek-221-260-160g.jpg;Oliwki zielone Manzanilla bez pestek 221/260 160g;DKA300125;Oliwki;9.900000;9.9;452;0;298
685;https://dobrewina.pl/1167/oliwki-zielone-manzanilla-bez-pestek-221-260-430g.jpg;Oliwki zielone Manzanilla bez pestek 221/260 430g;DKA300330;Oliwki;19.900000;19.9;89;0;297
686;https://dobrewina.pl/722/oliwki-zielone-gordal-bez-pestek-70-80-420g.jpg;Oliwki zielone Gordal bez pestek 70/80 420g;DKA303843;Oliwki;29.900000;29.9;120;0;296
687;https://dobrewina.pl/1168/oliwki-zielone-nadziewane-migdalem-181-200-500g.jpg;Oliwki zielone nadziewane migdałem 181/200 500g;DKA301870;Oliwki;36.900000;36.9;112;0;293
694;https://dobrewina.pl/787/kartonik-nw1-zamykany-brazowy.jpg;Kartonik NW1 zamykany brązowy;XKZ1BRTW;Opakowanie tekturowe;10.487805;12.9;9;0;217
695;https://dobrewina.pl/778/kartonik-nw1-zamykany-czarno-zloty.jpg;Kartonik NW1 zamykany czarno-złoty;XKZ1CZZTW;Opakowanie tekturowe;10.487805;12.9;0;1;218
696;https://dobrewina.pl/881/p696-kartonik-nw1-zamykany-czarny-s.jpg;Kartonik NW1 zamykany czarny S;XKZ1CZAS;Opakowanie tekturowe;10.487805;12.9;13;0;219
698;https://dobrewina.pl/1182/p698-kartonik-nw1-zamykany-srebrny-faktura-44.jpg;Kartonik NW1 zamykany srebrny maziak;XKZ1SRF;Opakowanie tekturowe;10.487805;12.9;19;0;220
700;https://dobrewina.pl/1173/kartonik-s2.jpg;Kartonik S2 czarny faktura;XKS2CZAF;Opakowanie tekturowe;12.113821;14.9;0;1;221
701;https://dobrewina.pl/1172/p701-kartonik-nw2-prazkowany-eko-32.jpg;Kartonik S2 EKO;XKS2EKO;Opakowanie tekturowe;10.487805;12.9;61;0;222
706;https://dobrewina.pl/1176/p706-kartonik-nw2-zamykany-srebrny-faktura-45.jpg;Kartonik NW2 zamykany srebrny maziak;XKZ2SRF;Opakowanie tekturowe;16.178861;19.9;85;0;223
714;https://dobrewina.pl/781/p714-kartonik-s1o-bialy-okno-4.jpg;Kartonik S1O biały okno (4);XKS1OBI;Opakowanie tekturowe;8.048780;9.9;0;1;224
715;https://dobrewina.pl/884/kartonik-s1o-okno-eko.jpg;Kartonik S1O okno EKO (6);XKS1OEKO;Opakowanie tekturowe;8.048780;9.9;8;0;225
721;https://dobrewina.pl/883/p721-kartonik-z-tektury-falistej-na-2-but-niebieski.jpg;Kartonik z tektury falistej na 2 but. niebieski;XK2NIEB;Opakowanie tekturowe;6.422764;7.9;4;0;226
726;https://dobrewina.pl/853/dzem-ekstra-light-z-gruszki-williamsa-z-wanilia-320g.jpg;Dżem ekstra light z gruszki Williamsa z wanilią 320g;DLG28014;Konfitury;23.900000;26.9;38;0;302
731;https://dobrewina.pl/864/konfitura-z-mleka-320g.jpg;Konfitura z mleka 320g;DLG25143;Konfitury;24.900000;24.9;75;0;304
734;https://dobrewina.pl/841/pasztet-z-gaskonii-z-sliwkami-z-agen-220g.jpg;Pasztet z Gaskonii ze śliwkami z Agen i Armaniakiem 220G;DLG65035;Pasztety;27.900000;31.9;23;0;306
744;https://dobrewina.pl/849/tapenada-z-zielonych-oliwek-100g.jpg;Tapenada z zielonych oliwek 100g;DLG65020;Tapenada;11.900000;13.9;269;0;315
1281;https://dobrewina.pl/1186/torebka-papierowa-czerwona-laminowana-12x75x36.jpg;Torebka papierowa czerwona laminowana 12x7,5x36;XTO2C;Opakowanie tekturowe;6.900000;8.49;17;0;208
1571;https://dobrewina.pl/891/p1571-kartonik-s1-czerwony-k.jpg;Kartonik S1 czerwony K;XKS1OCZE;Opakowanie tekturowe;9.900000;9.9;120;0;211
1572;https://dobrewina.pl/1183/p1572-kartonik-nw1-fioletowy.jpg;Kartonik NW1 fioletowy;XKS1OF;Opakowanie tekturowe;12.900000;12.9;5;0;212
1920;https://dobrewina.pl/2014/taca-prostokatna-24x34x10-czarny-s.jpg;Taca prostokątna 24x34x10 z pokrywą z plexi czarny s;XTACAF;Opakowania;20.243902;24.9;2;0;213
1925;https://dobrewina.pl/1179/p1925-kartonik-nw1-zamykany-niebieski-maziak.jpg;Kartonik NW1 zamykany niebieski maziak;XKZ1SRTW;Opakowanie tekturowe;12.900000;12.9;49;0;214
1972;https://dobrewina.pl/1191/torebka-papierowa-biala-laminowana-mat-12x75x36.jpg;Torebka papierowa biała laminowana mat 12x7,5x36;XTO3B;Opakowanie tekturowe;6.900000;6.9;13;0;215
2034;https://dobrewina.pl/919/p2034-cava-maset-brut-nature-reserva-075-l.jpg;Cava Maset Brut Nature Reserva 0,75 L;WBWHSMAS21979;Wino musujące;56.829268;69.9;0;1;216
2037;https://dobrewina.pl/1196/kartonik-s1-brazowy-fornir.jpg;Kartonik S1 brązowy fornir;XKS1SBRF;Opakowanie tekturowe;8.048780;9.9;0;1;322
2038;https://dobrewina.pl/2009/kartonik-s1-granatowy.jpg;Kartonik S1 granatowy;XKS1G;Opakowanie tekturowe;8.048780;9.9;47;0;323
2039;https://dobrewina.pl/1200/kartonik-nw3-zamykany-eko.jpg;Kartonik NW3 zamykany eko;XKZ3EKO;Strona główna;20.243902;24.9;105;0;324
2052;https://dobrewina.pl/1212/barone-montalto-passivento-bianco-terre-siciliane-igt-075-l.jpg;Barone Montalto Passivento Bianco Terre Siciliane IGT 0,75 L;WBWWOMGM22028;Wino białe;40.569106;49.9;0;1;325
2056;https://dobrewina.pl/1216/via-mare-sangiovese-primitivo-puglia-igt-075-l.jpg;Via Mare Sangiovese-Primitivo Puglia IGT 0,75 L;WCWWOCIE22288;Wino czerwone;24.308943;29.9;328;0;326
2061;https://dobrewina.pl/1223/via-mare-trebbiano-pinot-grigio-puglia-igt-075-l.jpg;Via Mare Trebbiano-Pinot Grigio Puglia IGT 0,75 L;WBWWOCIE22287;Wino białe;24.308943;29.9;738;0;328
2062;https://dobrewina.pl/1224/ripasso-valpolicella-centenero-doc-075-l.jpg;Ripasso Valpolicella Centenero DOC 0,75 L;WCWWOCIE22285;Wino czerwone;56.829268;69.9;29;0;329
2063;https://dobrewina.pl/1225/baccolo-rosso-veneto-igt-075-l.jpg;Baccolo Rosso Veneto IGT 0,75 L;WCWWOCIE22281;Wino czerwone;30.000000;46.9;90;0;330
2069;https://dobrewina.pl/1229/amarone-della-valpolicella-centenero-docg-075-l.jpg;Amarone della Valpolicella Centenero DOCG 0,75 L;WCWWOCIE22284;Wino czerwone;113.008130;139;74;0;332
2070;https://dobrewina.pl/1230/cielo-spumante-cuvee-privee-extra-dry-075-l.jpg;Cielo Spumante Cuvee Privee Extra Dry 0,75 L;WBWWOCIE22290;Wino musujące;28.373984;34.9;728;0;333
2071;https://dobrewina.pl/1231/prosecco-spumante-brut-cielo-doc-075-l.jpg;Prosecco Spumante Brut Cielo DOC 0,75 L;WBWWOCIE22291;Wino musujące;38.130081;46.9;327;0;334
2074;https://dobrewina.pl/1234/chateau-platon-bordeaux-aoc-075-l.jpg;Chateau Platon Bordeaux AOC 0,75 L;OBO0001;Wino czerwone;56.829268;69.9;0;1;335
2076;https://dobrewina.pl/1236/almeida-garret-tnt-tinto-doc-beira-interior-075-l.jpg;Almeida Garret TNT Tinto DOC Beira Interior 0,75 L;WCWPRSAB22321;Wino czerwone;40.569106;49.9;30;0;336
2077;https://dobrewina.pl/1237/quinta-dos-currais-colheita-seleccionada-tinto-doc-beira-interior-075-l.jpg;Quinta dos Currais Colheita Seleccionada Tinto DOC Beira Interior 0,75 L;WCWPRVIN22319;Wino czerwone;32.439024;49.9;21;0;337
2091;https://dobrewina.pl/1249/diapiro-tinto-joven-dop-alicante-075-l-.jpg;Diapiro Tinto Joven DOP Alicante 0,75 L;WCWHSPIN22264;Wino czerwone;32.439024;39.9;161;0;340
2103;https://dobrewina.pl/1260/bio-3-passo-bianco-075-l.jpg;Bio 3 Passo Bianco 0,75 L;WBWWOCIE22306;Wino BIO/Wegańskie;40.569106;49.9;468;0;341
2118;https://dobrewina.pl/1295/frizzante-9-rose-075-l.jpg;Frizzante 9° Rose 0,75 L;WRPWOCIE22301;Wino musujące;24.308943;29.9;0;1;342
2119;https://dobrewina.pl/1826/cielo-pinot-grigio-blush-delle-venezie-doc-075-l.jpg;Cielo Pinot Grigio Blush delle Venezie DOC 0,75 L;WRPWOCIE22303;Wino różowe;24.308943;29.9;87;0;343
2120;https://dobrewina.pl/1288/baccolo-bianco-puglia-igt-075-l.jpg;Baccolo Bianco Puglia IGT 0,75 L;WBWWOCIE22302;Wino białe;30.000000;46.9;537;0;344
2121;https://dobrewina.pl/1294/frizzante-9-bianco-075-l.jpg;Frizzante 9° Bianco 0,75 L;WBPWOCIE22300;Wino musujące;24.308943;29.9;0;1;345
2124;https://dobrewina.pl/1298/la-lisse-soie-d-ivoire-chenin-blanc-haute-vallee-de-l-aude-igp-075-l.jpg;La Lisse Soie d'Ivoire Chenin Blanc Haute Vallee de L'Aude IGP 0,75 L;WBWFABOU22167;Wino białe;38.130081;46.9;6;0;346
2142;https://dobrewina.pl/1352/p2142-vieux-chateau-gachet-lalande-de-pomerol-aoc-075-l.jpg;Vieux Chateau Gachet Lalande-de-Pomerol AOC 0,75 L;OPO0001;Wino czerwone;104.878049;129;1;0;204
2148;https://dobrewina.pl/1307/p2148-san-valero-tinto-semidulce-do-carinena-075-l.jpg;San Valero Joven Tinto Semidulce Tempranillo DO Carinena 0,75 L;OSC004;Wino czerwone;24.308943;39.9;568;0;205
2151;https://dobrewina.pl/1316/the-capeography-seascape-malbec-075-l.jpg;The Capeography Seascape Malbec 0,75 L;WCWRABOU22719;Wino czerwone;32.439024;49.9;14;0;207
2154;https://dobrewina.pl/1319/krem-z-kasztanow-350g.jpg;Krem z kasztanów 350g;DLG25760;Konfitury;29.900000;29.9;36;0;347
2155;https://dobrewina.pl/1320/konfitura-ekstra-ze-sliwki-damaszka-350g.jpg;Konfitura ekstra ze śliwki Damaszka 350g;DLG25754;Konfitury;23.900000;23.9;2;0;348
2160;https://dobrewina.pl/1326/les-caprices-d-ines-rose-d-anjou-aoc-075-l.jpg;Les Caprices d'Ines Rose d'Anjou AOC 0,75 L;WRWFALOR22868;Wino różowe;32.439024;49.9;9;0;350
2162;https://dobrewina.pl/1328/les-templiers-muscadet-sevre-et-maine-sur-lie-aoc-075-l.jpg;Les Templiers Muscadet Sevre-et-Maine Sur Lie AOC 0,75 L;WBWFALOR22871;Wino białe;40.569106;59.9;73;0;352
2169;https://dobrewina.pl/1329/vallee-des-rois-blanc-cheverny-aoc-075-l.jpg;Vallee des Rois Blanc Cheverny AOC 0,75 L;WBWFALOR22870;Wino białe;46.260163;56.9;0;1;353
2171;https://dobrewina.pl/1720/domaine-de-la-madelaine-touraine-sauvignon-aoc-075-l.jpg;Domaine de la Madelaine Touraine Sauvignon AOC 0,75 L;WBWFALOR22869;Wino białe;40.569106;49.9;8;0;354
2172;https://dobrewina.pl/1331/tresor-de-loire-sauvignon-val-de-loire-igp-075-l.jpg;Tresor de Loire Sauvignon Val de Loire IGP 0,75 L;WBWFALOR22872;Wino białe;32.439024;39.9;586;0;355
2180;https://dobrewina.pl/1347/pasztet-baskijski-z-papryka-espellete-220g.jpg;PASZTET BASKIJSKI Z PAPRYKĄ ESPELLETE 220G;DLG65042;Pasztety;27.900000;27.9;19;0;357
2181;https://dobrewina.pl/1348/konfitura-ekstra-z-cebuli-300g.jpg;Konfitura ekstra z cebuli 300g;DLG50001;Konfitury;16.900000;16.9;0;1;358
2182;https://dobrewina.pl/1349/pasztet-charentais-z-cognaciem-220g.jpg;Pasztet z Charente z koniakiem 220g;DLG65032;Pasztety;25.900000;25.9;18;0;359
2183;https://dobrewina.pl/1350/les-cocottes-blanc-de-blancs-sparkling-0-075-l.jpg;Les Cocottes Blanc de Blancs Sparkling 0% 0,75 L;WBXFADGS14460;Wino musujące;32.439024;39.9;12;0;360
2205;https://dobrewina.pl/1376/domaine-saint-andre-folie-d-ines-rouge-igp-075-l.jpg;Domaine Saint Andre Folie d'Ines Rouge IGP 0,75 L;WCWFALGI22995;Wino czerwone;64.959350;79.9;0;1;201
2218;https://dobrewina.pl/1387/p2218-barbera-piemonte-attimi-di-barbera-doc-075-l.jpg;Barbera Piemonte Attimi di Barbera DOC 0;WCWWOALI22964;Wino czerwone;48.699187;59.9;257;0;154
2219;https://dobrewina.pl/1385/p2219-barbera-piemonte-cascina-radice-doc-075-l.jpg;Barbera Piemonte Cascina Radice DOC 0,75 L;OII001;Wino czerwone;30.000000;36.9;81;0;155
2220;https://dobrewina.pl/1396/p2220-nero-di-troia-otto-nodi-puglia-igp-075-l.jpg;Nero di Troia Otto Nodi Puglia IGP 0,75 L;WCWWOALI22971;Wino czerwone;32.439024;39.9;389;0;156
2222;https://dobrewina.pl/1825/p2222-primitivo-otto-nodi-puglia-igp-075-l.jpg;Primitivo Otto Nodi Puglia IGP 0,75 L;WCWWOALI22972;Wino czerwone;32.439024;39.9;338;0;157
2223;https://dobrewina.pl/1717/primitivo-merlot-quatro-venti-420-puglia-igp-075-l.jpg;Primitivo Merlot Quatro Venti 4/20 Puglia IGP 0,75 L;WCWWOALI22973;Wino czerwone;38.130081;46.9;406;0;158
2224;https://dobrewina.pl/1392/p2224-primitivo-di-manduria-pacato-dop-075-l.jpg;Primitivo di Manduria Pacato DOP 0,75 L;WCWWOALI22974;Wino czerwone;48.699187;59.9;174;0;159
2225;https://dobrewina.pl/1391/p2225-primitivo-di-manduria-soffio-dop-075-l.jpg;Primitivo di Manduria Soffio DOP 0,75 L;WCWWOALI22975;Wino czerwone;60.894309;74.9;54;0;160
2233;https://dobrewina.pl/1407/p2233-rosso-di-stelle-terre-siciliane-igp-075-l.jpg;Rosso di Stelle Terre Siciliane IGP 0,75 L;WCWWOALI22969;Wino czerwone;24.308943;29.9;0;1;163
2234;https://dobrewina.pl/1415/sikulo-bianco-tre-colonne-terre-siciliane-igp-075-l.jpg;Sikulo Bianco Tre Colonne Terre Siciliane IGP 0,75 L;WBWWOALI22966;Wino białe;24.308943;29.9;447;0;164
2235;https://dobrewina.pl/1406/sikulo-rosso-tre-colonne-terre-siciliane-igp-075-l.jpg;Sikulo Rosso Tre Colonne Terre Siciliane IGP 0,75 L;WCWWOALI22967;Wino czerwone;24.308943;29.9;360;0;165
2237;https://dobrewina.pl/2030/la-pruina-tenuta-ilmo-primitivo-di-manduria-075-l.jpg;La Pruina Tenuta Ilmo Primitivo di Manduria 0,75 L;OIP0002;Wino czerwone;73.089431;89.9;96;0;167
2242;https://dobrewina.pl/1426/fourrey-petit-chablis-aoc-075-l.jpg;Fourrey Petit Chablis AOC 0,75 L;CCH0012;Wino białe;81.219512;99.9;0;1;169
2243;https://dobrewina.pl/1878/mont-epin-macon-peronne-l-etoile-aoc-075-l.jpg;Domaine du Mont Epin Macon-Peronne L'Etoile AOC 0,75 L;OFG0001;Wino białe;81.219512;99.9;5;0;170
2245;https://dobrewina.pl/1414/p2245-kartonik-nw2-zamykany-eko-prazek-38.jpg;Kartonik NW2 zamykany EKO prążek (38);XKZ2EKO;Opakowania;17.804878;21.9;157;0;171
2247;https://dobrewina.pl/1697/p2247-oliwki-czarne-bez-pestek-240-260-150g.jpg;Oliwki czarne bez pestek 240/260 150g;DKA301382;Oliwki;8.900000;8.9;187;0;172
2267;https://dobrewina.pl/1466/p2267-jessiaume-santenay-1er-cru-gravieres-blanc-2018.jpg;Jessiaume Santenay 1er Cru Gravieres Blanc 2018;CBB0037;Wino białe;153.658537;229;2;0;397
2270;https://dobrewina.pl/1435/p2270-jaffelin-aloxe-corton-2018.jpg;Jaffelin Aloxe Corton 2018;CBB0001;Wino czerwone;161.788618;239;1;0;396
2279;https://dobrewina.pl/1600/p2279-drouhin-laroze-gevrey-chambertin-1cru-clos-prieur-2019.jpg;Drouhin-Laroze Gevrey-Chambertin 1cru Clos Prieur 2019;CBN0006;Wino czerwone;373.170732;499;4;0;371
2321;https://dobrewina.pl/1489/p2321-chateau-marquis-de-terme-margaux-2018.jpg;Chateau Marquis de Terme Margaux 2018;CME0013;Wino czerwone;243.089431;299;2;0;390
2344;https://dobrewina.pl/1508/p2344-dom-caudron-demi-sec-aop-champagne.jpg;Dom Caudron Demi-Sec AOP Champagne;CCM0004;Wino musujące;137.398374;169;17;0;178
2345;https://dobrewina.pl/1866/dom-caudron-cornalyne-aop-champagne.jpg;Dom Caudron Cornalyne AOP Champagne;CCM0005;Wino musujące;169.918699;209;15;0;378
2346;https://dobrewina.pl/1929/dom-caudron-sublimite-5050-2010-brut-aop-champagne.jpg;Dom Caudron Sublimite 50/50 Brut AOP Champagne;CCM0006;Wino musujące;291.869919;359;1;0;391
2350;https://dobrewina.pl/1667/jaffelin-cremant-de-bourgogne-brut.jpg;Jaffelin Cremant de Bourgogne Blanc de Blancs Brut 0,75;CBC0001;Wino musujące;64.959350;79.9;10;0;179
2354;https://dobrewina.pl/1509/p2354-lodeiros-do-rio-tinto-doc-beira-interior-075-l.jpg;Lodeiros do Rio Tinto DOC Beira Interior 0,75 L;WCWPRSAB22776;Wino czerwone;24.308943;29.9;43;0;182
3647;https://dobrewina.pl/2012/kartonik-nw1-zamykany-bordo.jpg;Kartonik NW1 zamykany bordo;XKZ1BO;Opakowania;10.487805;12.9;15;0;188
3654;https://dobrewina.pl/1841/fourrey-chablis-2020-aoc-075-l.jpg;Fourrey Chablis AOC 0,75 L;CCH0013;Wino białe;88.617886;109;0;1;365
3655;https://dobrewina.pl/1871/fourrey-chablis-1-cru-cotes-de-lechet-aoc-075-l.jpg;Fourrey Chablis 1 Cru Cotes de Lechet AOC 0,75 L;CCH0014;Wino białe;121.138211;149;6;0;192
3656;https://dobrewina.pl/1755/p3656-sliwowica-podbeskidzka-07l-50.jpg;Śliwowica podbeskidzka 72% 0,5 L;MUN01;Gin, Wódka, Calvados;96.747967;119;2;0;150
3658;https://dobrewina.pl/1762/p3658-wh-the-path-blended-scotch-whisky-by-john-mcdougall-07l-40.jpg;Wh. The Path Blended Scotch Whisky by John McDougall 0,7L 40%;MUN03;Whisky, Whiskey, Bourbon;96.747967;119;13;0;151
3659;https://dobrewina.pl/1694/wh-lambay-irish-whiskey-07l-40.jpg;Wh. Lambay Irish Whiskey 0,7L 40%;MUN04;Whisky, Whiskey, Bourbon;137.398374;169;11;0;152
3667;https://dobrewina.pl/1816/chateau-alouettes-blanc-costieres-de-nimes-aop-075-l.jpg;Chateau Alouettes Blanc Costieres de Nimes AOP 0,75 L;OFN0001;Wino białe;32.439024;39.9;193;0;366
3668;https://dobrewina.pl/1817/chateau-alouettes-rouge-costieres-de-nimes-aop-075-l.jpg;Chateau Alouettes Rouge Costieres de Nimes AOP 0,75 L;OFN0002;Wino czerwone;32.439024;54.9;173;0;367
3669;https://dobrewina.pl/1684/cuatro-rayas-bucolico-verdejo-sauvignon-blanc-do-rueda-075.jpg;Cuatro Rayas Bucolico Verdejo Sauvignon Blanc DO Rueda 0,75;WBWHSCRA23571;Wino białe;32.439024;49.9;92;0;142
3670;https://dobrewina.pl/1682/cuatro-rayas-pampano-verdejo-do-rueda-075l.jpg;Cuatro Rayas Pampano Verdejo DO Rueda 0,75L;WBWHSCRA23569;Wino białe;30.000000;36.9;157;0;143
3671;https://dobrewina.pl/1683/prosecco-spumante-rose-extra-dry-cielo-doc-075-l.jpg;Prosecco Rose Spumante Brut Cielo DOC 0,75 L;WRWWOCIE23518;Wino musujące;40.569106;64.9;0;1;144
3672;https://dobrewina.pl/1685/casa-defra-luxino-brut-lessini-durello-doc-075-l.jpg;Casa Defra Luxino Brut Lessini Durello DOC 0,75 L;WBWWOCIE23599;Wino musujące;40.569106;49.9;262;0;145
3674;https://dobrewina.pl/1968/domaine-saint-andre-folie-d-ines-rose-igp-075-l.jpg;Domaine Saint Andre Folie d'Ines Rose IGP 0,75 L;WRWFALGI23605;Wino różowe;56.829268;69.9;92;0;368
3678;https://dobrewina.pl/1969/domaine-saint-andre-folie-d-ines-blanc-igp-075-l.jpg;Domaine Saint Andre Folie d'Ines Blanc IGP 0,75 L;WBWFALGI23606;Wino białe;64.959350;79.9;6;0;369
3683;https://dobrewina.pl/1696/p3683-apsinthion-black-absinthe-05-l-55.jpg;Apsinthion black - Absinthe 0,5 L 55%;Apsinthion;Nalewki, Likiery;73.089431;89.9;0;1;147
3684;https://dobrewina.pl/1719/p3684-bourbon-old-samuel-reserve-blended-07l-40.jpg;Bourbon Old Samuel Reserve Blended 0.7L 40%;Wh.Bourbon Old;Whisky, Whiskey, Bourbon;56.829268;69.9;19;0;148
3685;https://dobrewina.pl/1761/p3685-wh-scarabus-hunter-laing-islay-single-malt-scotch-whisky-07-l-46.jpg;Wh. Scarabus Hunter Laing Islay Single Malt Scotch Whisky 0,7 L 46%;MUN05;Whisky, Whiskey, Bourbon;153.658537;189;4;0;149
3689;https://dobrewina.pl/1765/p3689-wh-wild-fields-sherry-cask-single-malt-wheat-polish-whisky-07l-465.jpg;Wh. Wild Fields Sherry Cask Single Malt Wheat Polish Whisky 0,7L 46,5%;MUN06;Whisky, Whiskey, Bourbon;202.439024;249;3;0;94
3690;https://dobrewina.pl/1748/p3690-brandy-minard-ch-j-french-07l-36.jpg;Brandy Minard Ch. J. French 0,7L 36%;MUN07;Cognac, Brandy, Armagnac;56.829268;69.9;3;0;95
3694;https://dobrewina.pl/1705/adrian-serrano-tinto.jpg;Adrian Serrrano Tinto Joven DOC Rioja 0,75L;AS001;Wino czerwone;30.000000;36.9;645;0;96
3695;https://dobrewina.pl/1706/p3695-adrian-serrano-blanco.jpg;Adrian Serrrano Blanco DOC Rioja 0,75L;AS002;Wino białe;30.000000;36.9;522;0;97
3696;https://dobrewina.pl/1707/p3696-adrian-serrano-crianza.jpg;Adrian Serrrano Crianza DOC Rioja 0,75L;AS003;Wino czerwone;40.569106;49.9;705;0;98
3697;https://dobrewina.pl/1709/p3697-adrian-serrano-reserva.jpg;Adrian Serrrano Reserva DOC Rioja 0,75L;AS004;Wino czerwone;48.699187;59.9;169;0;99
3699;https://dobrewina.pl/1710/p3699-barbanera-gigino-80-igt-rosso-toscana-075l.jpg;Barbanera Gigino 80 IGT Rosso Toscana 0,75L;OIT0001;Wino czerwone;81.219512;99.9;2;0;100
3700;https://dobrewina.pl/1711/p3700-barbanera-gigino-grande-80-igt-rosso-toscana-075l.jpg;Barbanera Gigino Grande 80 IGT Rosso Toscana 0,75L;OIT0002;Wino czerwone;96.747967;119;0;1;101
3701;https://dobrewina.pl/1712/p3701-barbanera-gigino-80-igt-bianco-toscana-075l.jpg;Barbanera Gigino 80 IGT Bianco Toscana 0,75L;OIT0003;Wino białe;64.959350;79.9;0;1;102
3702;https://dobrewina.pl/1713/p3702-barbanera-sangiovese-vinificato-in-bianco-igt-bianco-toscana-075l.jpg;Barbanera Sangiovese vinificato in Bianco IGT Bianco Toscana 0,75L;OIT0004;Wino białe;38.130081;46.9;0;1;103
3709;https://dobrewina.pl/1724/p3709-torebka-papierowa-1-btl-granatowa.jpg;Torebka papierowa 1 btl. granatowa;XKKG44221;Strona główna;4.796748;5.9;423;0;106
3710;https://dobrewina.pl/1722/p3710-torebka-papierowa-1-btl-czerwona.jpg;Torebka papierowa 1 btl. czerwona;XKKC44223;Opakowania;4.796748;5.9;663;0;107
3711;https://dobrewina.pl/1983/oliwki-kalamata-bez-pestek-190g.jpg;Oliwki Kalamata bez pestek 190g;DAG1101J1P01;Oliwki;12.900000;14.9;270;0;108
3712;https://dobrewina.pl/1726/p3712-oliwki-zielone-nadziewane-suszonymi-pomidorami-215g.jpg;Oliwki zielone nadziewane suszonymi pomidorami 215g;DAG0402J1T01;Oliwki;14.900000;14.9;44;0;109
3714;https://dobrewina.pl/1728/p3714-oliwki-zielone-nadziewane-czosnkiem-215g.jpg;Oliwki zielone nadziewane czosnkiem 215g;DAG0402J1G01;Oliwki;14.900000;17.9;169;0;111
3715;https://dobrewina.pl/1982/oliwki-kalamata-z-pestkami-190g.jpg;Oliwki Kalamata z pestkami 190g;DAG1001J1W01;Oliwki;12.900000;12.9;98;0;112
3724;https://dobrewina.pl/2013/kartonik-3-butelki-zamykany-94x257x35-granat.jpg;Kartonik 3 butelki zamykany 9,4x25,7x35 granat;DNS2k7;Opakowania;20.243902;24.9;22;0;117
3726;https://dobrewina.pl/1730/p3726-via-mare-merlot-raboso-veneto-igt-075-l.jpg;Via Mare Merlot-Raboso Veneto IGT 0,75 L;WCWWOCIE23766;Wino czerwone;24.308943;29.9;425;0;119
3727;https://dobrewina.pl/1731/p3727-via-mare-garganega-chardonnay-veneto-igt-075-l.jpg;Via Mare Garganega-Chardonnay Veneto IGT 0,75 L;WBWWOCIE23765;Wino białe;24.308943;29.9;713;0;120
3730;https://dobrewina.pl/1875/jessiaume-auxey-duresses-1er-cru-ecussaux-blanc-2020.jpg;Jessiaume Auxey Duresses 1er Cru Ecussaux Blanc 2020;CBB0043;Wino białe;169.918699;239;23;0;123
3731;https://dobrewina.pl/1936/p3731-jessiaume-santenay-clos-du-clos-genet-2020.jpg;Jessiaume Santenay Clos du Clos Genet 2020;CBB0044;Wino czerwone;121.138211;199;19;0;124
3733;https://dobrewina.pl/1753/p3733-miodula-prezydencka-oryginalna-lezakowana-40-box-05-l.jpg;Miodula Prezydencka oryginalna leżakowana 40% box 0,5 L;MUN10;Nalewki, Likiery;121.138211;149;3;0;126
3734;https://dobrewina.pl/1763/wodka-korona-dojrzewajaca-w-beczkach-debowych-40-07-l.jpg;Wódka Korona dojrzewająca w beczkach dębowych 40% 0,7 L;MUN11;Gin, Wódka, Calvados;73.089431;89.9;19;0;127
