Product ID;Obraz;Nazwa;Indeks;Kategoria;Cena (netto);Cena (brutto);Ilość;Wyświetlany;Pozycja
5368;https://dobrewina.pl/2036/rosso-di-montalcino-cordella-eco-075-l.jpg;Rosso di Montalcino Cordella Eco 0,75 L;OIT0014;Wino czerwone;56.829268;69.9;1;0;0
5369;https://dobrewina.pl/2027/brunello-di-montalcino-bio-cordella-075-l.jpg;Brunello di Montalcino Bio Cordella 0,75 L;OIT0015;Wino czerwone;113.008130;139;0;1;0
5370;https://dobrewina.pl/2029/brunello-di-montalcino-argiano-2017-075-l.jpg;Brunello di Montalcino Argiano 2017 0,75 L;OIT0016;Wino czerwone;161.788618;199;0;1;0
5371;https://dobrewina.pl/2037/quinta-do-vallado-late-bottled-vintage-2016-porto-075-l.jpg;Quinta do Vallado Late Bottled Vintage 2016 Porto 0,75 L;OPP004;Wino wzmacniane/deserowe;73.089431;89.9;34;0;0
5372;https://dobrewina.pl/2043/cachaca-51-40-07l.jpg;Cachaca 51 40% 0,7L;MUN37;Rum, Tequila;73.089431;89.9;5;0;0
5373;https://dobrewina.pl/2040/polowaca-herbaciana-goralska-05-l-36.jpg;Polowaca Herbaciana Góralska 0,5 L 36%;MUN31;Nalewki, Likiery;48.699187;59.9;3;0;0
5374;https://dobrewina.pl/2039/polowaca-orzechowka-goralska-05-l-32.jpg;Polowaca Orzechówka Góralska 0,5 L 32%;MUN38;Nalewki, Likiery;40.569106;49.9;3;0;0
5375;https://dobrewina.pl/2041/cognac-vs-grand-moulin-07-l-40.jpg;Cognac V.S. Grand Moulin 0,7 L 40%;MUN39;Cognac, Brandy, Armagnac;113.008130;139;3;0;0
5376;https://dobrewina.pl/2042/rum-ron-perla-del-norte-carta-blanca-40-07-l.jpg;Rum Ron Perla del Norte Carta Blanca 40% 0,7 L;MUN41;Rum, Tequila;81.219512;99.9;6;0;0
5377;https://dobrewina.pl/2038/polowaca-sliwowica-goralska-05-l-50.jpg;Polowaca Śliwowica Góralska 0,5 L 50%;MUN42;Nalewki, Likiery;64.959350;79.9;4;0;0
5378;https://dobrewina.pl/2044/sambuca-extra-molinari-no1-05l-40.jpg;Sambuca Extra Molinari No1 0,5L 40%;MUN43;Nalewki, Likiery;69.024390;84.9;5;0;0
83;https://dobrewina.pl/844/koreczki-warzywne-w-zalewie-octowej-140g.jpg;Koreczki warzywne w zalewie octowej 140g;DKA300743;Inne specjały;10.900000;10.9;0;1;268
87;https://dobrewina.pl/1776/sensas-sauvignon-colombard-igp-075-l.jpg;Sensas Sauvignon Colombard IGP 0,75 L;WBWFALGI13383;Wino białe;32.439024;39.9;0;1;237
128;https://dobrewina.pl/878/kuferek-lakierowany-granatowy.jpg;Kuferek lakierowany granatowy;Xkuferlakgranat;Opakowanie tekturowe;2.357724;2.9;0;1;299
142;https://dobrewina.pl/183/noble-blason-cabernet-merlot.jpg;Noble Blason Cabernet Merlot IGP 0,75 L;WCWFALGI13528;Wino czerwone;32.439024;49.9;0;1;240
181;https://dobrewina.pl/820/oliwa-z-oliwek-extra-virgin-coricelli-025-l.jpg;Oliwa Sierra de Cazorla Virgen Extra DOP 0,75L;DVO75V1004;Oliwy;39.900000;39.9;0;1;263
213;https://dobrewina.pl/793/dzem-ekstra-light-pomaranczowo-cytrynowo-grejpfrutowy-320g.jpg;Dżem ekstra light pomarańczowo-cytrynowo-grejpfrutowy 320G;DLG28013;Konfitury;16.900000;16.9;7;0;280
214;https://dobrewina.pl/807/konfitura-ekstra-z-cebuli-150g.jpg;Konfitura ekstra z cebuli 150G;DLG52160;Konfitury;9.900000;9.9;0;1;271
215;https://dobrewina.pl/809/konfitura-ekstra-z-fig-150g.jpg;Konfitura ekstra z fig 150G;DLG52161;Konfitury;11.900000;11.9;0;1;272
219;https://dobrewina.pl/794/dzem-z-czarnej-porzeczki-cassis-320g.jpg;Dżem z czarnej porzeczki - Cassis 320g;DLG25110;Konfitury;24.900000;24.9;0;1;292
235;https://dobrewina.pl/1158/borges-ruby.jpg;Porto Borges Ruby DOC 0,75 L;WWSPRBOG00532;Wino wzmacniane/deserowe;46.260163;56.9;0;1;252
265;https://dobrewina.pl/798/dzem-z-pomaraczy-320g.jpg;Dżem z pomarańczy 320g;DLG25098;Konfitury;16.900000;16.9;0;1;282
443;https://dobrewina.pl/464/gutt-peper-vodka-40-07l.jpg;Gutt Peper Vodka 40% 0,7L;GUTT002;Gin, Wódka, Calvados;81.219512;119;0;1;288
445;https://dobrewina.pl/796/dzem-z-mango-i-marakui-320g.jpg;Dżem z mango i marakui 320g;DLG25162;Konfitury;19.900000;19.9;0;1;283
456;https://dobrewina.pl/966/montenero-primitivo-puglia-igt-075-l.jpg;Montenero Primitivo Puglia IGT 0,75 L;WCWWOBIE21856;Wino czerwone;38.130081;59.9;0;1;254
458;https://dobrewina.pl/1950/bio-vinistella-pinot-grigio-organico-terre-siciliane-igt-075-l.jpg;Bio Vinistella Pinot Grigio Organico Terre Siciliane IGT 0,75 L;WBWWOBIE21854;Wino BIO/Wegańskie;40.569106;49.9;0;1;253
476;https://dobrewina.pl/494/la-marina-cuvee-rouge-igp-075-l.jpg;La Marina Cuvee Rouge IGP 0,75 L;WCWFADDM21853;Wino czerwone;32.439024;49.9;0;1;235
491;https://dobrewina.pl/808/konfitura-z-czarnych-czeresni-155g.jpg;Konfitura z czarnych czereśni 155g;DLG52162;Konfitury;9.900000;9.9;0;1;273
621;https://dobrewina.pl/638/carta-vieja-cabernet-sauvignon-reserva-075-l.jpg;Carta Vieja Cabernet Sauvignon Reserva 0,75 L;WCWCIVCV03390;Wino czerwone;46.260163;56.9;0;1;232
634;https://dobrewina.pl/651/hausmann-rivaner-bereich-nahetal-1-l.jpg;Hausmann Rivaner Bereich Nahetal 1 L;WBMNEDGS20990;Wino białe;32.439024;39.9;0;1;244
666;https://dobrewina.pl/1107/gruner-veltliner-heuriger-qualitatswein-1-l.jpg;"Gruner Veltliner ""Heuriger"" Winzer Krems Qualitatswein 1 L";WBWATWNK21222;Wino białe;38.130081;46.9;0;1;230
693;https://dobrewina.pl/773/p693-kartonik-2-but-bialy-okna.jpg;Kartonik 2 but. biały okna;XK2WW;Opakowanie tekturowe;3.170732;3.9;0;1;0
724;https://dobrewina.pl/732/haute-lige-alicante-bouschet-igp-075-l.jpg;Haute Lige Alicante Bouschet IGP 0,75 L;WCWFALGI21976;Wino czerwone;28.373984;44.9;0;1;301
730;https://dobrewina.pl/856/dzem-z-czarnych-wisni-320g.jpg;Dżem z czarnych wiśni 320g;DLG25140;Konfitury;23.900000;23.9;0;1;303
733;https://dobrewina.pl/858/dzem-z-jablek-z-maslem-i-sola-z-guerande-350g.jpg;Dżem z jabłek z masłem i solą z Guerande 320g;DLG25172;Konfitury;18.900000;18.9;0;1;305
735;https://dobrewina.pl/848/tapenada-z-czarnych-oliwek-100g.jpg;Tapenada z czarnych oliwek 100g;DLG65016;Tapenada;11.900000;11.9;0;1;307
739;https://dobrewina.pl/862/foie-gras-w-calosci-z-kaczek-francuskich-180g.jpg;Foie gras w całości z kaczek francuskich 180g;DLG43343;Pasztety;109.000000;109;0;1;308
741;https://dobrewina.pl/759/zestaw-1.jpg;Zestaw 1;Zestaw 1;Zestawy prezentowe;56.829268;69.9;0;1;309
747;https://dobrewina.pl/857/dzem-z-dzikich-jezyn-320g.jpg;Dżem z dzikich jeżyn 320g;DLG25113;Konfitury;26.900000;26.9;0;1;316
1282;https://dobrewina.pl/1187/torebka-papierowa-niebieska-laminowana-12x75x36.jpg;Torebka papierowa niebieska laminowana 12x7,5x36;XTO2N;Opakowanie tekturowe;6.900000;6.9;0;1;209
1283;https://dobrewina.pl/1190/torebka-papierowa-biala-a5-laminowana-20x15x50.jpg;Torebka papierowa biała A5 laminowana 20x15x50;XTO2B;Opakowanie tekturowe;9.900000;9.9;0;1;210
2035;https://dobrewina.pl/1192/zestaw-3.jpg;Zestaw 3;Zestaw 3;Zestawy prezentowe;62.520325;76.9;0;1;321
2057;https://dobrewina.pl/1217/appasionante-rosso-veneto-igt-075-l.jpg;Appasionante Rosso Veneto IGT 0,75 L;WCWWOCIE22286;Wino czerwone;40.569106;49.9;0;1;327
2068;https://dobrewina.pl/1228/cielo-sauvignon-trevenezie-igt-075-l.jpg;Cielo Sauvignon Trevenezie IGT 0,75 L;WBWWOCIE22283;Wino białe;24.308943;29.9;0;1;331
2078;https://dobrewina.pl/1238/entre-serras-tinto-doc-beira-interior-075-l.jpg;Entre Serras Tinto DOC Beira Interior 0,75 L;WCWPRSAB22320;Wino czerwone;28.373984;44.9;0;1;338
2085;https://dobrewina.pl/1244/chateau-l-etoile-de-clotte-grand-cru-saint-emilion-aoc-075-l.jpg;Chateau L'Etoile de Clotte Grand Cru Saint-Emilion AOC 0,75 L;OSE0001;Wino czerwone;104.878049;129;0;1;339
2135;https://dobrewina.pl/1311/p2135-sensas-pinot-noir-075-l.jpg;Sensas Pinot Noir 0,75 L;WCWFALGI14298;Wino czerwone;32.439024;49.9;0;1;203
2150;https://dobrewina.pl/1314/the-capeography-cloudscape-sauvignon-blanc-075-l.jpg;The Capeography Cloudscape Sauvignon Blanc 0,75 L;WBWRABOU22717;Wino białe;32.439024;49.9;0;1;206
2157;https://dobrewina.pl/1322/konfitura-bozonarodzeniowa-320g.jpg;Konfitura Bożonarodzeniowa 320g;DLG25114;Konfitury;14.900000;14.9;0;1;349
2161;https://dobrewina.pl/1327/chateau-de-mauny-cabernet-d-anjou-aoc-075-l.jpg;Chateau de Mauny Cabernet d'Anjou AOC 0,75 L;WRWFALOR22867;Wino różowe;38.130081;46.9;0;1;351
2178;https://dobrewina.pl/1337/chevalier-des-fees-gsm-igp-075-l.jpg;Chevalier des Fees GSM IGP 0,75 L;WCWFALGI22726;Wino czerwone;32.439024;39.9;0;1;356
2185;https://dobrewina.pl/1358/p2185-pesto-genovese-180g.jpg;Pesto genovese 180g;DNS0250;Pesto;9.900000;9.9;0;1;193
2186;https://dobrewina.pl/1359/p2186-pesto-rosso-180g.jpg;Pesto rosso 180g;DNS0251;Pesto;9.500000;9.5;0;1;194
2187;https://dobrewina.pl/1360/p2187-pesto-z-truflami-180g.jpg;Pesto z truflami 180g;DNS0252;Pesto;13.900000;13.9;0;1;195
2192;https://dobrewina.pl/1365/p2192-krem-z-grzybow-180g.jpg;Krem z grzybów 180g;DNS0124;Inne specjały;12.900000;12.9;0;1;196
2193;https://dobrewina.pl/1366/p2193-konfitura-z-cebuli-czerwonej-220g.jpg;Konfitura z cebuli czerwonej 220g;DNS0148;Konfitury;15.900000;15.9;0;1;197
2194;https://dobrewina.pl/1367/p2194-pesto-alla-siciliana-180g.jpg;Pesto alla siciliana 180g;DNS0390;Pesto;9.500000;9.5;0;1;198
2195;https://dobrewina.pl/1368/p2195-pesto-alla-calabrese-180g.jpg;Pesto alla calabrese 180g;DNS0395;Pesto;9.500000;9.5;0;1;199
2196;https://dobrewina.pl/1369/p2196-krem-truflowy-180g.jpg;Krem truflowy 180g;DNS0123;Trufla;16.900000;16.9;0;1;200
2207;https://dobrewina.pl/1377/grawerowanie-logo.jpg;Grawerowanie LOGO;Grawerowanie;Strona główna;6.504065;8;0;1;361
2208;https://dobrewina.pl/1378/koszt-realizacji.jpg;Koszt realizacji;koszt;Strona główna;24.390244;30;0;1;362
2209;https://dobrewina.pl/1379/opakowanie-transportowe.jpg;opakowanie transportowe;opakowanie;Strona główna;0.000000;0;0;1;363
2210;https://dobrewina.pl/1380/p2210-chateau-beauvillage-medoc-aoc-075-l.jpg;Chateau Beauvillage Medoc AOC 0,75 L;WCWFADIV22773;Wino czerwone;64.959350;99.9;0;1;202
2217;https://dobrewina.pl/1386/barbera-d-asti-superiore-il-tempo-che-passa-docg-075-l.jpg;Barbera d'Asti Superiore IL tempo che passa DOCG 0,75 L;WCWWOALI22963;Wino czerwone;88.617886;109;0;1;153
2227;https://dobrewina.pl/1402/p2227-posta-piana-salice-salentino-dop-075-l.jpg;Posta Piana Salice Salentino DOP 0,75 L;WCWWOPDS22977;Wino czerwone;48.699187;59.9;0;1;161
2230;https://dobrewina.pl/1400/p2230-angel-primo-nero-di-troia-puglia-igp-075-l.jpg;Angel Primo Nero di Troia Puglia IGP 0,75 L;WCWWOPDS22980;Wino czerwone;88.617886;109;0;1;162
2236;https://dobrewina.pl/1388/p2236-syrah-momenti-terre-siciliane-igp-075-l.jpg;Syrah Momenti Terre Siciliane IGP 0,75 L;WCWWOALI22968;Wino czerwone;38.130081;46.9;0;1;166
2240;https://dobrewina.pl/1413/fourrey-bourgogne-pinot-noir-aoc-0-75-l.jpg;Fourrey Pinot Noir Bourgogne AOC 0,75 L;CCH0011;Wino czerwone;88.617886;109;0;1;168
2246;https://dobrewina.pl/1416/bilecik.jpg;Bilecik;;Strona główna;0.000000;0;0;1;364
2248;https://dobrewina.pl//p2248-oliwki-perdigon-500g.jpg;Oliwki Perdigon 500g;DKA305458;Strona główna;13.900000;13.9;7;0;173
2266;https://dobrewina.pl/1620/jessiaume-auxey-duresses-1er-cru-ecusseaux-blanc-2018.jpg;Jessiaume Auxey Duresses 1er Cru Ecusseaux Blanc 2018;CBB0019;Wino białe;161.788618;229;0;1;376
2274;https://dobrewina.pl/1431/p2274-jaffelin-saint-aubin-1er-cru-sur-gamay-blanc-2019.jpg;Jaffelin Saint Aubin 1er Cru Sur Gamay Blanc 2019;CBB0033;Wino białe;186.178862;229;0;1;379
2287;https://dobrewina.pl/1459/p2287-genot-boulanger-volnay-vielles-vignes-2018.jpg;Genot-Boulanger Volnay Vielles Vignes 2018;CBB0018;Wino czerwone;210.569106;299;0;1;382
2291;https://dobrewina.pl/1455/p2291-genot-boulanger-savigny-les-beaune-vielles-vignes-2018.jpg;Genot-Boulanger Savigny-les-Beaune Vielles Vignes 2018;CBB0038;Wino białe;161.788618;199;0;1;395
2298;https://dobrewina.pl/1504/p2298-marchand-grillot-gevrey-chambertin-en-songe-2018.jpg;Marchand-Grillot Gevrey-Chambertin En Songe 2018;CBN0004;Wino czerwone;186.178862;229;0;1;380
2300;https://dobrewina.pl/1502/p2300-marchand-grillot-morey-saint-denis-2018.jpg;Marchand-Grillot Morey-Saint-Denis 2018;CBN0007;Wino czerwone;169.918699;249;0;1;377
2302;https://dobrewina.pl/1462/vincent-morey-santenay-1er-cru-les-gravieres.jpg;Vincent Morey Santenay 1er Cru Les Graviéres;CBB0003;Wino czerwone;169.918699;249;0;1;398
2305;https://dobrewina.pl/1497/chateau-cos-labory-saint-estephe-2018.jpg;Chateau Cos Labory Saint-Estephe 2018;CME0018;Wino czerwone;218.699187;269;0;1;383
2312;https://dobrewina.pl/1484/p2312-chateau-cantenac-brown-margaux-2018.jpg;Chateau Cantenac-Brown Margaux 2018;CME0005;Wino czerwone;300.000000;369;0;1;392
2313;https://dobrewina.pl/1498/p2313-chateau-dauzac-margaux-2019.jpg;Chateau Dauzac Margaux 2019;CME0019;Wino czerwone;218.699187;269;0;1;384
2315;https://dobrewina.pl/1499/p2315-chateau-haut-bages-liberal-pauillac-2017.jpg;Chateau Haut Bages Liberal Pauillac 2017;CME0020;Wino czerwone;202.439024;249;0;1;386
2317;https://dobrewina.pl/1492/p2317-chateau-lafon-rochet-saint-estephe-2016.jpg;Chateau Lafon-Rochet Saint-Estephe 2016;CME0012;Wino czerwone;243.089431;299;0;1;388
2318;https://dobrewina.pl/1487/p2318-chateau-langoa-barton-saint-julien-2014.jpg;Chateau Langoa Barton Saint-Julien 2014;CME0008;Wino czerwone;275.609756;389;0;1;389
2322;https://dobrewina.pl/1488/p2322-chateau-marquis-d-alesme-margaux-2019.jpg;Chateau Marquis d'Alesme Margaux 2019;CME0009;Wino czerwone;243.089431;299;0;1;387
2326;https://dobrewina.pl/1493/p2326-chateau-saint-pierre-saint-julien-2017.jpg;Chateau Saint-Pierre Saint-Julien 2017;CME0014;Wino czerwone;300.000000;429;0;1;393
2328;https://dobrewina.pl/1491/p2328-chateau-la-tour-carnet-haut-medoc-2018.jpg;Chateau la Tour Carnet Haut-Medoc 2018;CME0011;Wino czerwone;210.569106;299;0;1;381
2330;https://dobrewina.pl/1555/p2330-chateau-bellefont-belcier-saint-emilion-grand-cru-2016.jpg;Chateau Bellefont-Belcier Saint-Emilion Grand Cru 2016;CSE0006;Wino czerwone;226.829268;339;0;1;385
